Time,Velocity1,Velocity2,Velocity3,Velocity4,Velocity5,VelocityAV1,Acceleration1,Acceleration2,Acceleration3,Acceleration4,Acceleration5,AccelerationAV1,Headway1,Headway2,Headway3,Headway4,Headway5,HeadwayAV1
27.5,nan,28.025334140523412,29.7951731919981,30.473591912162565,29.902373036128992,29.756739477907693,nan,-3.8666526490842226,0.053037339190962034,0.9165329326491085,0.2782758170032007,0.05574415632265407,nan,15.780421161621746,149.79805565779031,146.09362858216542,242.3971263561745,171.36309071337192
28.0,nan,25.780222928064003,29.819986809441964,31.061850860342286,30.054281168019223,29.78304631501266,nan,-4.981185320773587,0.04661216341556909,1.4304168328172622,0.33253865627980406,0.049827394204320245,nan,2.2834970617506087,134.89438053190412,144.22437759872446,242.77638215721612,171.38195968297325
28.5,nan,nan,29.84179439649041,31.483026463330674,30.117169897017657,29.80655696128995,nan,nan,0.04096536160038014,-0.09471838243251299,-0.19326087957220783,0.04452409410843823,nan,nan,120.57568708828188,135.82675296978817,243.3990714430839,170.8033773684499
29.0,nan,nan,29.860960116843412,31.407438410875518,29.973437943012787,29.827561888020405,nan,nan,0.03600263811160716,-0.2123701720684572,-0.3673219406526582,0.03977270281153252,nan,nan,105.65008718752108,120.10091442532007,244.0964672217164,170.82055901395483
29.5,nan,nan,29.8778040178139,31.269529370326175,29.943897832082833,29.84632234100608,nan,nan,0.031641120701917914,-0.29660529266613483,0.29714391060470063,0.03551754701602104,nan,nan,90.71547413258213,104.42849849403103,244.81047844957496,170.8368003218175
30.0,nan,nan,29.892607374780315,31.12466401364238,30.111410724461525,29.863073144341364,nan,nan,0.027807976631317646,-0.2814876821751035,0.36669139336747625,0.0317083158412713,nan,nan,75.77293981647443,88.8288187702172,245.39982774317534,170.85207423394488
30.5,nan,nan,29.88642944991603,30.990732463546774,30.351822689041263,29.879376643071275,nan,nan,-0.13433218501754923,-0.25390587406523507,0.5730244474153579,0.043566895835157826,nan,nan,60.8248940275231,73.29921807161526,245.8226754246233,170.86484678162026
31.0,nan,nan,29.63680484046725,30.84050628956444,30.62174005692174,29.948433881935127,nan,nan,-0.9339312693944635,-0.4502166831635222,0.5040217223874407,0.27175353039791034,nan,nan,45.924636090371735,57.83580333313472,246.0441398049594,170.81372581640312
31.5,nan,nan,28.849672356133695,30.409703914764066,30.86939278522659,30.19257025165378,nan,nan,-2.2190033587473907,-1.3414955146631762,0.4702901548296221,0.702575381550313,nan,nan,31.26814605000294,42.50005751249927,246.01001436670848,170.44649636961805
32.0,nan,nan,27.369198667914283,29.397140427367404,31.07481146309805,30.651123983458056,nan,nan,-3.631854077762553,-2.7018363644824945,0.40799391740244817,1.085433762228731,nan,nan,17.16912159736495,27.509652868308194,245.51528266740638,169.34715895724383
32.5,nan,nan,25.242090464154817,27.671584786021654,31.33869531860457,31.232542690625085,nan,nan,-4.750805771126413,-4.112901534674917,0.663910302690128,1.1717720080452922,nan,nan,3.971840913737708,13.195782089000602,244.23445076454013,167.0810175291856
33.0,nan,nan,nan,25.327411305861244,31.75973222774617,31.580997115341912,nan,nan,nan,-5.125050249800441,1.0337339373085848,-0.31275760180289186,nan,nan,nan,0.4223214577608587,241.24539962093124,160.31577223536664
33.5,nan,nan,nan,nan,31.909967308079853,31.425181077351997,nan,nan,nan,nan,-0.2677390637209143,-0.2971476212421578,nan,nan,nan,nan,230.7107681432389,145.1935896574082
34.0,nan,nan,nan,nan,31.755780805473552,31.284367712249608,nan,nan,nan,nan,-0.35194644554923404,-0.26778832719364803,nan,nan,nan,nan,214.79102787588073,129.51540362042778
34.5,nan,nan,nan,nan,31.563789278061584,31.15746724772974,nan,nan,nan,nan,-0.38199346161597064,-0.24132981162239986,nan,nan,nan,nan,198.9587882366559,113.90422496945286
35.0,nan,nan,nan,nan,31.380457970600343,31.043105036656907,nan,nan,nan,nan,-0.3511561610947105,-0.2174854990433076,nan,nan,nan,nan,183.2215367196415,98.35343311734704
35.5,nan,nan,nan,nan,31.214778008865036,30.91074800755699,nan,nan,nan,nan,-0.3127578556123169,-0.41227652774951906,nan,nan,nan,nan,167.5718785147435,82.8595899494178
36.0,nan,nan,nan,nan,31.068061030692004,30.506429527016557,nan,nan,nan,nan,-0.2760915941200686,-1.2631248920416853,nan,nan,nan,nan,152.00046325004206,67.48321129817504
36.5,nan,nan,nan,nan,30.938792109559348,29.56524206709748,nan,nan,nan,nan,-0.24295560177300715,-2.4805984827428342,nan,nan,nan,nan,136.49814492605077,52.430342395939704
37.0,nan,nan,nan,nan,30.82509592453175,28.00899300851699,nan,nan,nan,nan,-0.21361220613840076,-3.657763408115932,nan,nan,nan,nan,121.05664466790262,37.99671221626528
37.5,nan,nan,nan,nan,30.725149335418056,25.952669526957575,nan,nan,nan,nan,-0.18775842191186953,-4.452394555693737,nan,nan,nan,nan,105.6686201360327,24.469358530189766
38.0,nan,nan,nan,nan,30.63730406852855,23.637591592754536,nan,nan,nan,nan,-0.16501918490635037,-4.705342533608394,nan,nan,nan,nan,90.3275999651442,12.04362636619436
38.5,nan,nan,nan,nan,30.560098948511012,21.33319827944827,nan,nan,nan,nan,-0.1450298670836112,-4.447572416968781,nan,nan,nan,nan,75.02789175139043,0.7834887893895939
39.0,nan,nan,nan,nan,30.471195569386207,nan,nan,nan,nan,nan,-0.2993204691881914,nan,nan,nan,nan,nan,60.37656996314672,nan
39.5,nan,nan,nan,nan,30.133657933273327,nan,nan,nan,nan,nan,-1.123126158914299,nan,nan,nan,nan,nan,45.20450684908923,nan
40.0,nan,nan,nan,nan,29.258268972928704,nan,nan,nan,nan,nan,-2.380198398711194,nan,nan,nan,nan,nan,30.321919711830958,nan
40.5,nan,nan,nan,nan,27.694134371268774,nan,nan,nan,nan,nan,-3.801415729130195,nan,nan,nan,nan,nan,16.03850286764714,nan
41.0,nan,nan,nan,nan,25.485803060747028,nan,nan,nan,nan,nan,-4.902635535375653,nan,nan,nan,nan,nan,2.698626269916133,nan
41.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
